batchsize,matsize,channels_in,poolsize,padding,strides
41,330,3,6,0,1
51,373,14,5,1,4
62,178,16,6,1,4
1,153,64,1,0,2
17,87,70,6,1,3
16,3,2147,2,1,3
33,460,8,2,0,3
60,101,78,4,0,2
32,332,21,7,0,4
39,93,47,2,0,4
1,361,18,6,0,1
19,210,20,2,1,2
27,94,48,6,1,3
24,112,37,4,0,4
54,243,36,3,1,1
39,32,251,3,1,1
20,416,8,1,0,4
2,157,34,7,0,2
4,408,12,1,0,4
12,464,14,4,1,2
15,348,20,2,1,3
49,492,1,5,1,2
22,273,13,1,0,3
58,232,2,1,1,3
44,330,9,7,0,2
8,189,40,3,0,3
31,201,1,3,1,4
19,456,7,4,1,3
33,399,13,2,1,4
49,397,12,7,0,1
52,275,7,2,1,3
51,474,18,6,0,3
46,454,17,4,0,2
4,235,17,2,1,1
28,92,3,4,0,4
56,92,7,1,0,4
62,1,300,1,0,4
3,2,3329,1,0,2
48,375,4,7,1,4
13,229,36,6,0,4
38,347,21,2,1,1
42,407,11,4,0,3
14,91,95,7,1,1
40,418,21,4,0,1
62,447,11,7,0,1
46,500,19,1,0,4
45,271,5,2,0,1
22,119,59,4,1,1
63,306,14,7,0,1
15,346,13,5,0,1
15,36,260,1,0,1
12,173,24,2,1,4
33,431,11,4,0,2
40,197,41,3,1,2
18,144,12,4,0,2
43,147,14,5,1,4
28,184,7,1,1,3
24,369,2,2,0,1
20,470,11,6,1,4
35,51,50,1,1,3
10,245,11,4,0,3
52,265,24,4,1,1
51,404,1,7,1,1
51,331,3,4,1,2
22,504,17,5,0,4
45,116,32,5,1,2
12,18,376,6,0,2
7,207,34,6,1,4
19,417,20,4,0,3
60,301,23,2,1,2
45,162,59,2,0,1
15,217,30,4,0,4
17,450,2,7,0,3
28,478,14,4,0,3
46,389,17,3,1,4
63,367,6,7,1,1
27,315,14,2,0,2
49,374,5,5,0,3
9,7,537,3,0,3
59,164,33,4,0,3
33,170,37,6,1,4
45,61,156,1,0,4
18,25,326,4,0,3
41,159,7,3,0,2
46,37,220,2,0,3
7,148,8,7,0,3
58,359,14,1,0,1
64,412,22,1,0,2
10,508,17,6,0,3
64,309,16,2,1,4
29,1,9376,1,0,1
14,96,103,2,0,1
44,19,131,3,1,2
24,483,15,6,1,2
61,404,23,1,0,3
59,21,338,7,0,3
37,140,50,7,1,3
40,238,20,3,1,1
14,343,24,6,1,4
41,497,7,5,1,4
17,480,6,4,0,2
18,424,13,1,1,4
57,221,44,6,1,4
25,205,29,5,1,3
10,212,36,6,1,2
52,78,42,6,1,3
32,325,19,4,0,4
41,16,293,3,1,1
56,323,15,3,1,4
33,339,8,4,1,2
49,185,42,7,0,3
10,15,241,3,1,2
12,99,25,6,0,3
50,337,17,1,1,4
31,10,273,7,1,4
16,481,10,4,0,3
50,298,21,7,1,2
4,221,11,3,1,4
6,161,39,3,0,2
50,298,27,2,0,4
22,271,23,1,0,2
24,435,2,1,1,4
54,419,10,3,0,1
22,403,12,5,0,2
62,239,24,7,1,3
41,115,40,6,1,2
20,129,56,7,1,2
31,334,28,4,1,3
63,129,45,3,1,4
21,8,373,3,1,1
42,201,24,5,0,3
15,177,8,5,1,1
34,118,72,1,1,3
10,205,41,2,1,1
39,214,2,7,1,1
21,415,1,4,0,4
9,231,13,5,0,3
36,5,809,4,0,3
23,96,14,4,1,3
22,159,54,6,1,3
14,365,18,6,0,3
6,227,38,5,1,2
15,277,2,1,1,2
64,323,10,6,1,4
40,304,7,3,1,1
12,266,16,2,1,3
3,127,72,4,0,4
8,195,23,7,1,1
35,464,11,6,0,2
59,326,3,7,1,4
5,50,194,3,0,1
59,38,120,2,1,2
2,306,17,1,0,2
25,2,2761,1,1,3
60,407,23,2,0,2
55,275,35,7,0,4
3,436,5,4,1,3
25,106,38,4,1,1
37,57,157,1,1,3
24,57,143,4,0,3
11,504,9,6,1,2
21,205,29,3,0,2
35,364,15,3,1,2
11,149,54,5,1,4
5,167,25,3,0,3
8,17,460,6,0,3
21,276,18,4,1,4
48,145,60,2,1,4
37,347,10,2,1,1
47,486,8,4,0,1
50,489,9,5,0,1
20,44,14,4,0,4
11,342,13,4,0,1
38,4,1597,4,1,3
33,299,5,3,0,2
38,473,14,2,0,1
41,388,1,6,0,2
53,34,104,1,1,1
1,223,38,6,1,2
24,11,29,2,0,1
1,510,12,4,1,4
59,161,9,2,1,4
12,386,4,7,0,1
56,486,7,6,1,2
56,57,163,3,1,4
34,506,3,4,1,1
43,340,7,5,0,2
2,388,10,5,0,1
26,480,3,7,0,3
11,427,21,7,1,4
11,275,11,7,0,1
13,281,10,6,1,1
13,457,19,7,1,1
52,118,13,7,0,3
22,33,34,5,1,1
36,213,11,2,0,4
35,496,8,5,0,2
45,347,26,1,1,1
15,292,26,6,1,4
39,159,37,6,0,1
6,493,19,5,1,1
3,195,19,1,0,3
43,461,7,6,0,4
42,23,42,2,0,2
11,382,16,5,1,3
31,428,15,4,1,1
42,303,14,4,1,2
54,98,48,3,1,2
62,142,11,1,0,4
55,304,19,6,0,4
56,292,8,1,1,1
49,277,20,4,0,3
45,264,24,1,1,3
34,335,11,6,0,4
26,488,19,7,0,3
26,359,16,2,0,3
59,249,26,5,1,1
54,244,9,3,0,4
51,163,20,2,0,1
6,129,64,5,0,4
7,202,19,4,0,4
52,261,27,7,1,3
19,202,25,1,1,1
39,194,16,1,1,4
20,214,20,7,0,3
31,29,114,6,0,4
19,327,18,3,1,3
28,386,24,2,1,3
13,166,37,6,0,4
43,361,11,2,0,3
8,191,9,3,1,3
1,189,18,7,1,3
2,497,8,4,0,1
9,30,321,3,0,3
44,466,16,6,0,2
14,433,16,1,1,2
53,342,3,2,1,1
8,104,63,5,1,3
33,262,36,6,1,4
9,469,11,6,0,1
55,291,26,7,0,4
35,138,12,2,1,4
20,205,12,4,0,1
20,145,5,2,1,2
7,169,3,3,0,2
18,215,12,2,0,4
23,353,7,4,1,3
63,113,85,5,0,3
43,436,6,7,1,2
56,83,53,4,0,2
13,47,25,2,1,1
61,364,12,5,1,2
18,195,30,2,0,1
62,85,53,2,0,1
35,470,4,4,0,2
16,491,7,3,0,2
59,454,16,2,0,4
40,182,19,6,0,2
28,326,4,2,0,1
28,253,24,4,1,2
61,319,9,3,0,3
64,474,11,5,0,1
26,459,13,2,1,1
38,276,3,4,0,4
58,109,22,5,1,2
16,65,106,5,0,4
52,92,30,3,1,4
50,299,16,6,1,4
38,11,244,1,1,4
60,327,19,4,1,3
24,55,162,7,1,3
27,328,16,1,1,3
48,496,10,2,1,1
42,447,14,7,0,4
61,270,6,7,1,4
26,208,6,6,0,2
38,2,692,2,1,4
49,424,8,5,1,3
21,507,4,1,1,4
35,188,39,5,1,1
35,422,22,6,0,2
4,233,25,1,1,1
3,150,37,4,1,3
44,222,11,1,0,3
19,95,49,3,0,1
1,129,7,3,0,3
6,296,10,6,1,1
33,406,23,6,1,2
61,204,29,4,1,4
37,175,14,4,1,2
32,320,29,5,0,1
21,165,38,4,0,3
9,73,135,6,0,4
19,62,35,7,0,2
13,289,16,3,0,4
55,322,30,2,1,4
41,228,30,1,0,4
43,401,18,6,0,2
36,347,8,7,1,1
55,320,11,6,0,2
22,150,49,2,0,4
47,15,15,5,1,2
15,378,21,4,1,3
9,434,9,5,1,1
11,469,1,7,0,2
49,299,11,7,0,1
34,472,6,4,0,2
51,148,56,5,1,2
28,116,73,1,0,4
63,388,3,7,1,1
25,397,7,1,1,3
63,330,17,5,1,1
64,36,66,6,1,2
51,324,16,5,1,4
2,300,4,7,0,2
8,368,20,5,1,3
47,293,14,6,0,4
5,161,43,1,0,3
58,13,358,7,0,4
37,173,8,5,0,1
59,302,4,3,1,1
29,294,9,1,0,1
63,142,44,7,1,3
25,336,7,5,1,4
62,89,108,6,0,2
38,157,40,4,1,3
21,472,19,6,0,1
62,368,6,3,0,2
54,219,8,2,1,4
16,146,56,7,0,4
48,116,42,6,0,3
54,255,12,3,0,4
56,29,191,3,1,2
36,243,22,3,1,3
51,58,143,5,1,4
50,313,20,5,0,1
14,127,22,5,1,4
42,458,10,7,0,2
51,475,12,4,0,4
14,191,3,3,1,2
10,320,9,7,0,1
48,106,66,5,0,3
31,55,76,2,1,2
1,300,8,2,1,1
39,37,152,7,0,2
21,473,20,6,0,3
34,437,7,1,1,4
26,265,30,4,0,4
24,156,43,1,0,3
26,62,59,3,0,4
24,322,21,3,0,3
23,202,29,6,1,2
50,15,327,4,1,3
64,510,3,1,0,2
13,157,14,1,0,2
5,309,20,5,1,1
63,70,7,1,0,1
44,223,31,3,1,3
29,455,17,3,0,2
59,491,12,2,1,1
9,333,8,2,0,2
39,510,8,4,1,4
23,258,26,7,1,1
47,355,17,7,0,4
22,192,1,1,1,2
14,68,139,7,0,2
19,187,1,3,0,2
14,93,30,2,1,4
22,483,10,7,0,3
36,314,23,3,0,3
42,274,20,1,0,1
24,126,57,2,0,3
12,24,124,5,1,3
31,249,10,7,1,1
19,230,13,1,1,3
59,200,32,1,1,2
46,210,12,2,1,3
4,259,24,2,0,4
15,28,31,3,1,4
50,222,25,2,0,2
22,83,64,3,0,4
29,483,18,5,1,2
60,441,5,6,0,3
3,183,21,1,1,2
15,289,30,2,1,3
45,507,17,3,1,1
12,39,134,6,0,4
21,471,17,5,1,2
58,423,3,5,1,2
15,369,13,7,0,1
55,493,18,3,0,4
59,474,17,4,0,1
3,15,622,1,0,2
10,19,173,2,1,3
47,74,86,6,0,1
39,143,30,7,0,1
52,503,12,6,0,3
11,164,4,4,1,1
11,507,17,5,1,1
53,147,62,4,0,4
11,194,44,2,0,2
63,192,26,2,1,3
24,499,7,2,1,2
21,323,26,3,0,4
27,447,5,5,1,4
39,279,31,6,0,4
57,247,20,3,0,3
55,333,16,2,0,1
57,73,85,2,1,4
47,459,12,7,0,1
54,106,3,4,1,3
23,156,9,6,0,2
53,315,29,3,0,3
53,186,11,1,0,3
16,302,26,4,0,1
28,52,148,3,1,1
50,404,11,1,1,1
21,374,7,1,0,3
7,425,9,3,1,1
1,182,51,3,1,1
14,363,5,7,1,3
33,316,8,7,1,2
39,204,46,2,0,1
30,79,109,3,0,3
63,70,123,1,1,1
24,36,43,6,1,3
2,416,5,6,1,4
21,273,27,3,1,1
27,502,7,6,1,4
41,401,12,5,1,4
23,163,48,7,0,4
64,139,57,5,1,3
57,463,3,6,0,3
51,84,45,5,0,4
26,265,2,1,1,4
42,493,11,3,1,4
54,23,233,3,1,1
36,487,2,3,1,3
14,53,11,6,1,2
38,192,11,6,1,3
8,31,54,1,0,4
57,500,12,1,1,1
25,371,9,3,1,2
18,68,48,3,1,3
6,302,12,5,1,3
12,459,7,4,1,3
41,448,18,1,0,1
27,4,38,4,1,1
42,510,16,7,1,2
61,457,16,1,0,4
34,329,29,7,1,2
36,235,1,5,0,2
24,10,494,3,1,3
4,153,10,2,1,3
22,247,39,3,0,3
28,142,54,3,0,3
48,323,28,7,1,1
32,136,39,3,1,4
9,143,35,3,0,2
54,9,566,7,1,2
37,134,71,4,1,3
54,222,38,7,0,3
22,362,22,5,1,3
12,243,16,3,0,3
33,364,5,7,0,3
28,200,22,2,1,4
49,469,13,2,1,4
23,317,5,3,0,3
54,46,73,5,1,4
15,493,13,7,0,4
51,42,163,6,1,4
52,328,10,7,1,1
26,393,23,7,1,2
15,72,40,7,1,3
5,503,17,1,0,3
11,400,8,3,1,4
23,144,2,5,0,4
34,93,22,5,1,1
47,25,357,2,0,1
21,284,34,6,0,3
14,308,23,7,0,1
51,202,21,1,1,4
52,361,13,7,0,1
12,315,3,5,0,1
31,231,13,3,0,3
16,239,25,7,0,1
33,485,19,3,1,2
51,317,23,5,1,4
22,48,67,7,1,2
48,228,19,2,0,2
60,359,8,5,1,1
51,358,3,4,1,3
43,444,7,6,1,3
49,196,40,1,0,3
41,145,13,6,0,1
51,139,15,6,0,3
18,499,13,2,0,3
3,192,41,5,1,4
38,394,7,3,1,1
49,358,15,3,0,4
11,448,16,1,1,3
40,309,12,1,1,2
1,104,53,7,1,2
57,208,27,3,0,2
21,126,28,7,1,1
54,414,8,1,0,2
56,37,2,3,1,1
25,342,17,1,1,1
36,223,35,2,1,1
34,437,18,7,0,1
5,61,52,5,1,2
29,43,183,1,0,2
42,63,156,3,0,2
11,70,127,1,0,1
45,235,15,7,1,3
17,151,26,6,1,4
28,437,20,6,1,1
10,480,3,1,1,2
18,154,51,4,0,1
26,160,53,4,1,3
19,186,41,6,1,3
13,273,8,6,1,3
16,157,26,7,1,4
10,510,12,1,0,2
34,463,16,4,0,4
63,439,10,7,0,4
45,433,7,5,0,2
37,436,10,7,0,4
29,188,18,7,1,2
25,462,12,4,0,2
34,280,18,6,1,3
40,231,21,6,1,3
56,494,2,4,0,1
33,41,206,3,1,1
42,7,328,3,1,1
14,269,31,2,1,2
2,279,3,1,0,3
17,290,27,5,0,1
6,306,4,2,0,3
13,468,17,5,1,1
1,125,28,6,0,2
39,275,29,5,0,4
41,248,19,1,1,3
5,494,8,6,1,3
11,484,3,5,1,2
40,437,11,7,0,1
16,273,19,7,1,3
1,425,8,6,0,3
6,308,23,2,1,1
64,189,39,3,1,1
58,507,1,3,1,3
56,442,8,6,0,4
40,486,6,7,0,4
42,407,8,1,0,4
48,243,3,6,0,4
2,348,2,1,1,3
46,375,6,4,1,2
12,300,9,3,1,4
23,358,12,3,0,2
43,476,8,2,1,3
64,493,14,5,0,3
42,426,11,7,0,1
61,103,90,4,1,2
3,296,15,4,1,3
29,250,36,6,1,2
13,396,24,6,0,3
36,112,62,3,0,1
52,298,13,4,0,2
36,343,23,2,0,3
6,292,23,7,1,3
45,172,39,6,0,2
54,311,8,4,1,3
24,147,43,6,0,4
4,25,227,4,0,2
27,47,100,7,0,1
62,60,14,3,1,1
4,340,16,7,0,3
38,262,3,7,0,1
51,275,10,3,1,1
36,364,21,2,1,4
39,161,50,4,1,2
6,372,1,5,0,2
42,266,1,5,1,2
34,24,119,3,1,3
51,498,4,5,0,1
11,31,102,7,1,1
23,480,1,7,0,3
54,149,6,1,0,1
57,241,36,6,1,1
20,496,17,3,1,4
21,306,27,7,1,3
33,134,31,5,1,2
9,40,53,4,0,4
13,261,36,2,0,3
11,126,31,7,1,2
14,7,311,1,1,4
40,261,15,1,1,4
36,430,21,5,0,2
6,138,31,4,0,2
19,182,1,5,1,4
41,273,11,6,1,1
58,441,10,2,0,1
22,497,14,2,1,2
17,49,14,6,1,3
38,231,5,5,0,1
14,305,20,4,1,1
25,447,17,3,1,1
12,98,46,4,0,4
5,54,125,4,1,1
55,416,8,6,0,3
48,401,6,2,1,3
19,223,25,5,0,1
14,311,2,2,0,1
1,159,60,7,1,2
6,27,247,3,1,4
48,101,31,3,1,1
19,264,22,3,1,4
7,409,17,5,0,1
49,48,64,4,0,2
52,462,13,7,1,1
33,343,9,4,1,2
28,426,8,5,1,3
47,184,17,7,1,2
24,319,10,3,1,2
38,346,4,4,1,1
12,166,50,3,1,3
17,349,18,1,0,4
40,272,14,4,1,2
63,152,43,2,1,2
21,81,65,4,1,2
64,42,156,1,1,3
8,500,11,3,1,2
17,169,55,5,1,1
51,65,86,5,1,4
31,14,645,7,0,4
29,246,27,6,0,3
5,267,2,5,0,2
11,186,26,5,0,2
36,192,44,5,1,2
52,237,17,3,0,3
49,477,6,3,0,4
64,272,15,2,0,1
41,475,15,2,1,4
1,440,10,1,0,3
56,404,16,5,0,2
63,264,36,6,0,2
63,93,103,5,0,3
34,240,18,4,1,2
48,375,24,5,0,2
19,317,4,7,0,3
8,194,21,7,1,3
61,79,5,4,0,3
18,127,39,5,1,2
9,302,8,7,1,4
19,454,10,3,1,3
7,379,12,2,0,4
15,256,28,3,1,4
3,451,4,3,1,4
14,2,3990,1,0,2
5,447,13,1,0,2
9,206,2,6,0,1
51,35,43,7,0,1
38,359,14,2,0,1
19,89,36,2,1,4
51,177,19,5,1,2
3,165,4,4,1,1
50,224,1,6,1,4
30,141,65,5,0,4
55,142,52,6,0,2
28,1,1864,1,1,1
62,234,11,1,1,3
35,223,12,4,1,3
32,238,35,2,1,3
7,35,174,3,1,1
53,85,26,1,0,3
49,323,26,5,1,1
56,207,13,4,0,4
59,122,76,2,0,3
6,194,14,5,1,4
32,96,44,2,1,2
9,345,10,1,0,3
26,12,181,2,0,2
54,18,318,7,0,3
56,412,7,2,1,4
28,426,9,7,1,2
16,506,9,4,1,3
45,489,18,6,0,3
40,151,1,1,0,3
8,59,54,3,1,3
56,63,112,7,0,4
8,179,38,5,1,3
52,49,127,5,0,2
24,345,10,6,1,2
45,486,11,3,1,1
40,196,35,5,0,2
51,301,23,2,0,4
15,354,22,5,0,3
59,465,15,3,0,3
40,339,6,7,1,3
18,117,11,6,0,1
59,235,24,1,1,1
39,215,35,1,0,3
39,252,14,2,0,4
64,12,116,1,1,1
11,9,233,3,0,4
59,126,25,4,0,4
35,281,23,3,0,2
52,24,391,1,0,2
4,499,17,5,1,2
6,383,21,5,1,4
54,7,818,7,0,1
58,26,53,2,0,2
7,38,32,7,1,2
61,61,27,5,1,2
1,403,1,4,0,3
41,278,21,2,0,3
37,445,16,3,1,4
30,44,108,4,1,4
38,175,14,6,0,4
38,464,19,1,1,1
5,97,63,1,0,2
19,106,73,1,0,2
50,153,61,6,0,4
20,414,8,4,0,3
63,455,10,5,0,1
45,352,18,4,0,2
43,100,3,5,1,4
38,75,61,4,1,1
64,187,22,6,1,4
56,28,328,2,1,2
38,98,15,7,1,3
47,289,32,7,1,3
55,147,55,1,0,2
57,209,46,1,1,2
47,207,22,4,1,3
15,274,12,3,0,3
6,188,17,7,1,2
21,396,14,5,0,2
14,104,74,1,1,1
46,94,15,6,0,2
36,264,12,3,1,4
24,280,12,7,1,4
10,499,18,5,0,3
41,89,99,1,1,2
11,329,23,6,0,2
24,429,5,7,0,2
9,192,3,2,0,4
37,381,1,3,0,4
23,163,51,1,1,2
62,172,56,5,0,3
3,181,39,6,1,3
11,458,8,2,0,2
41,170,51,7,0,2
37,325,1,2,0,2
64,27,214,1,0,3
59,285,31,3,0,1
32,407,12,7,1,2
45,18,31,6,0,2
49,504,8,2,1,2
17,478,5,4,1,2
19,301,27,1,1,3
23,339,10,6,0,3
1,442,7,2,1,3
52,108,57,6,0,4
40,252,19,3,1,1
26,500,13,2,1,1
56,419,6,6,1,1
51,238,29,3,0,2
52,250,35,7,0,3
10,334,13,4,1,4
48,143,8,6,0,4
44,350,8,5,1,4
43,370,17,7,0,4
48,383,3,6,0,4
63,328,25,6,0,4
2,54,140,6,0,4
44,258,15,6,1,2
61,291,10,4,0,2
7,7,33,4,0,2
5,136,40,4,1,4
2,43,137,3,0,1
26,259,21,4,0,2
23,322,17,6,1,3
55,7,861,2,0,2
47,363,19,5,1,3
42,225,25,7,1,2
58,452,4,2,1,2
34,166,39,5,0,3
52,273,31,2,0,1
8,113,78,4,1,2
10,358,18,3,1,4
34,489,8,1,1,2
13,456,17,5,1,1
55,68,64,7,0,4
37,469,12,7,0,2
57,36,57,3,0,2
52,441,1,1,1,1
12,148,3,4,1,2
62,475,10,2,1,1
42,395,20,7,1,4
37,92,68,6,1,1
56,298,1,7,0,1
39,158,20,6,1,3
59,142,26,7,1,4
7,334,26,3,0,2
50,186,43,7,0,3
60,359,10,7,1,4
15,305,12,4,0,4
2,276,5,4,0,2
15,264,26,3,1,4
63,340,15,6,1,4
34,149,8,7,0,3
26,228,28,6,1,1
24,348,19,5,0,4
53,338,15,3,0,2
1,479,8,4,1,3
39,164,54,3,1,3
26,225,17,2,0,3
31,35,24,1,1,4
15,423,3,4,1,4
28,185,52,7,0,4
40,381,20,5,0,3
40,337,20,3,0,4
13,23,288,7,1,4
58,169,48,5,1,2
20,406,1,7,0,4
31,188,48,4,1,4
55,419,13,1,0,4
33,456,15,4,0,1
11,478,6,6,1,2
30,466,19,5,1,4
1,496,7,1,1,1
32,176,40,7,1,4
10,312,20,5,1,2
9,284,22,4,1,4
10,373,9,6,1,4
51,465,7,4,1,4
46,489,14,6,1,3
27,164,20,3,1,4
19,485,16,1,1,3
59,249,17,6,0,1
35,94,29,5,1,2
16,96,52,6,1,4
9,348,7,4,0,4
34,405,7,6,0,4
14,412,6,6,1,3
36,456,7,1,1,1
10,482,11,7,0,2
25,512,8,3,1,2
13,103,89,6,1,4
45,237,14,4,1,3
27,162,42,1,1,2
56,128,34,4,1,2
59,310,4,5,0,1
27,228,20,6,0,2
26,144,58,1,1,2
3,123,74,5,1,4
2,301,12,5,0,2
30,279,16,6,0,2
61,203,43,4,0,1
27,306,29,2,1,1
24,62,24,1,1,2
3,228,1,3,0,2
57,149,39,6,1,4
18,106,45,5,1,1
25,365,6,5,1,2
34,507,15,5,0,4
64,354,8,4,1,1
60,95,32,6,0,4
50,472,11,1,0,3
3,457,13,7,1,1
49,512,16,4,0,4
47,42,173,4,1,4
56,29,267,3,1,1
13,395,18,6,1,3
8,259,22,2,1,4
45,338,14,2,0,2
54,196,48,1,1,1
37,328,17,3,0,1
63,250,1,6,0,1
1,440,3,2,0,3
27,486,12,5,0,1
21,230,35,3,1,4
61,5,57,4,1,3
7,282,32,1,1,3
28,156,22,5,0,3
24,317,20,2,0,2
14,306,11,6,1,1
52,37,231,6,1,4
6,235,10,2,0,1
1,116,9,3,0,2
16,196,46,7,1,4
24,399,20,6,1,2
13,505,15,2,0,3
30,340,19,4,0,2
64,474,7,2,0,2
31,213,38,7,0,4
4,203,48,5,1,2
6,68,58,5,1,2
55,227,3,1,1,2
62,492,5,7,1,2
50,350,18,6,0,2
55,416,19,5,1,3
51,70,19,1,1,2
22,59,88,5,0,2
27,240,2,5,1,4
58,302,26,6,1,4
21,385,9,4,1,4
39,409,6,1,0,2
64,487,15,1,1,3
41,226,23,5,0,1
61,505,8,3,0,4
46,106,24,5,0,3
4,161,1,6,0,4
28,230,30,2,0,4
7,437,20,6,0,2
42,488,15,2,0,1
55,373,5,6,0,3
46,458,18,5,0,2
45,12,60,7,1,3
36,89,7,1,0,2
45,477,12,4,0,2
55,294,31,4,1,3
7,129,72,7,1,4
27,130,33,2,1,4
31,179,16,2,1,1
59,280,5,2,0,2
61,140,55,4,0,2
42,57,159,2,1,3
59,457,3,7,0,4
40,212,10,4,0,2
55,155,34,2,0,1
13,247,4,7,1,1
55,409,6,5,1,1
16,467,5,1,0,1
57,238,23,3,0,4
57,27,221,2,1,3
58,173,41,6,1,4
53,223,36,1,0,3
11,401,6,7,1,1
42,360,25,1,1,3
39,39,66,2,0,2
1,267,35,2,1,4
27,182,4,4,1,1
26,120,82,2,0,4
14,234,20,3,0,2
59,316,22,6,0,3
36,189,41,6,1,3
39,241,3,5,0,2
63,447,1,2,1,2
40,373,1,4,1,1
20,228,3,1,1,1
40,504,6,5,1,2
31,139,2,2,0,3
15,477,7,1,1,2
50,429,13,6,1,2
31,343,24,4,1,4
48,153,38,7,1,3
24,215,44,6,0,2
47,297,30,6,0,1
58,161,33,7,1,1
57,22,111,7,1,1
41,199,37,6,0,2
2,108,82,5,1,3
57,495,12,2,0,4
57,294,12,1,0,1
54,326,11,4,0,2
10,382,25,5,0,2
58,201,13,1,1,4
41,329,20,3,1,1
64,303,16,7,0,2
33,166,19,7,0,3
56,441,20,7,1,1
41,95,35,6,1,4
32,297,30,1,0,1
12,179,37,5,1,4
12,458,8,3,1,2
2,332,7,2,1,1
40,400,22,6,0,3
20,9,83,1,0,2
12,169,32,3,1,3
25,75,48,5,1,1
3,172,30,4,1,3
33,232,32,7,0,4
64,77,102,3,0,3
26,223,14,4,1,1
25,388,19,7,1,3
27,130,61,4,1,3
45,451,8,7,1,1
59,148,24,1,1,1
34,278,15,5,1,2
37,30,332,2,0,3
3,430,13,4,0,2
34,2,2096,2,0,2
36,215,1,6,1,4
6,219,15,1,1,3
45,144,14,2,0,4
27,235,40,5,1,3
47,296,25,6,0,1
36,382,11,6,0,3
20,151,47,4,1,3
2,362,3,4,1,3
26,8,1074,3,1,3
8,503,18,3,1,1
8,389,13,6,0,3
39,429,6,2,1,1
28,355,14,2,0,4
25,283,33,7,0,4
20,297,22,7,0,1
43,183,18,4,1,3
62,326,1,3,1,2
45,109,6,4,0,2
10,260,26,2,0,2
3,403,11,1,0,3
4,394,11,7,0,2
26,295,20,1,1,3
31,290,33,4,0,2
4,186,52,3,1,4
53,12,251,1,0,2
60,413,22,6,0,2
13,368,18,6,0,3
15,248,4,5,0,2
43,48,170,1,1,4
19,46,99,3,1,1
55,136,70,4,0,1
28,197,48,3,0,1
9,226,9,5,1,3
5,128,68,1,1,4
41,377,10,4,0,4
53,207,1,3,1,2
35,386,18,5,0,3
21,159,45,3,1,1
48,46,174,6,1,1
16,63,154,4,1,2
23,213,34,5,0,2
16,281,9,3,1,3
31,364,18,5,0,2
1,453,6,1,1,1
42,42,218,4,0,2
7,254,38,3,0,1
47,453,10,4,1,3
30,402,14,7,1,1
23,284,12,7,0,1
8,140,64,7,1,3
35,403,23,2,0,4
20,451,7,6,0,2
3,40,140,7,1,3
4,500,5,4,1,4
28,407,15,7,0,3
27,242,10,2,1,4
58,505,14,6,0,4
56,509,4,1,1,4
20,239,37,1,0,2
4,325,25,5,1,3
21,243,31,4,0,2
10,365,26,7,0,2
29,379,7,3,0,2
57,250,38,7,1,1
42,123,35,2,1,4
19,405,9,4,0,2
37,512,10,5,1,3
3,182,14,2,0,1
50,21,274,3,0,4
39,434,22,5,0,2
32,341,12,1,0,3
11,153,32,3,0,4
28,216,27,6,1,3
17,1,4440,1,0,1
42,334,9,7,0,3
8,68,108,4,0,4
2,378,1,3,1,4
64,306,11,7,1,2
46,218,36,7,0,2
63,390,20,3,0,4
10,112,47,3,1,4
60,132,72,1,0,1
53,5,508,2,1,2
54,230,18,2,1,1
17,366,21,2,0,3
41,116,68,6,1,3
12,483,18,1,0,3
56,64,12,7,0,4
9,224,27,2,1,3
38,56,24,2,1,2
21,309,20,2,0,1
8,391,6,7,1,2
5,281,15,7,0,2
10,224,21,3,1,3
13,509,3,1,0,4
16,424,22,5,0,4
33,91,79,3,0,4
9,368,17,5,1,4
24,45,114,6,1,2
36,355,19,7,1,3
4,120,59,4,1,1
57,360,6,4,1,1
44,153,16,6,0,4
41,487,19,2,1,1
52,266,24,3,0,3
37,209,13,2,1,2
46,44,180,2,0,2
60,415,15,5,0,4
31,215,40,5,1,2
51,431,19,6,1,1
47,66,31,1,0,1
24,369,15,7,0,4
56,144,6,7,1,4
55,50,90,4,1,2
60,255,21,7,0,1
40,511,17,3,0,4
43,228,17,5,1,2
13,178,46,1,1,2
5,187,29,5,0,2
62,100,57,3,0,2
8,350,8,1,1,2
22,420,10,6,1,2
25,44,168,2,0,4
35,333,11,4,1,2
38,84,14,5,0,3
64,433,17,1,1,4
47,219,14,3,1,1
3,460,3,5,1,4
8,176,5,5,1,3
29,454,7,6,1,4
47,11,179,3,1,4
42,265,15,2,1,2
18,131,47,4,0,4
1,236,22,4,1,1
24,212,13,4,0,1
50,354,5,3,1,3
62,332,29,1,1,1
30,309,15,6,1,3
60,437,21,6,1,1
54,88,41,6,0,1
30,320,4,7,0,1
50,18,162,7,0,2
49,287,11,7,1,2
63,415,22,4,1,3
11,358,2,2,0,3
36,362,21,5,1,2
1,138,56,1,0,1
45,111,20,1,0,1
28,50,188,4,0,2
28,77,110,3,0,4
5,27,208,2,0,2
39,152,11,3,1,3
47,238,28,6,0,1
10,279,12,3,0,3
54,273,30,2,1,4
32,71,85,4,1,4
11,413,17,4,0,4
42,209,6,6,1,3
6,179,33,4,1,4
18,443,11,2,1,3
41,394,7,5,1,4
18,349,15,5,1,2
4,450,3,1,0,4
23,298,1,3,0,4
12,318,20,6,0,4
9,27,128,1,1,3
58,150,60,4,1,2
2,380,7,5,0,4
56,318,12,6,0,2
